feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,bag_label,instance_name,bag_name,bag_cnn_prediction,bag_cnn_probability
-0.7084523,-0.035669427,-0.43578506,0.52009815,-0.57054263,0.6503405,-1.2715251,0.16341127,-0.079071395,0.42206335,0.35430408,0.87907887,1.2124364,-0.614443,0.5069378,0.68843246,0.8415683,0.24903983,-0.40343267,0.2160115,0.9901907,0.19364119,1.1548703,-0.45751262,0.23407683,0.5884782,-0.38109487,-1.0488342,-0.45442867,-0.15553382,-0.4289915,-0.09705798,0,CT-330_slide_12,CQ500-CT-330,1,0.755095266
-2.7105398,0.45960394,-1.6053666,0.8550212,-0.5191191,1.0048088,-4.4715114,0.41072813,0.13910097,0.525968,0.7485319,2.9924314,4.079492,-0.88276654,0.7094181,2.6581025,3.0533442,0.9543015,-0.40555018,0.68945247,3.7270117,0.23844351,4.1313,-0.5612787,0.30379793,0.9857666,-0.8148213,-3.2672389,-1.0168512,-0.26971936,-0.9369157,0.22200818,0,CT-330_slide_13,CQ500-CT-330,1,0.755095266
1.2905967,-0.20285426,0.8214084,-0.2979306,0.29647493,-0.3540823,1.6025583,-0.53421414,-0.3718189,-0.49271515,-0.3233619,-1.4782376,-1.6434819,0.31061786,-0.3198873,-1.2727498,-1.5369443,-0.5703726,0.59799373,-0.16989118,-1.5655872,-0.11594668,-1.5604129,0.2704202,-0.45329052,-0.29060158,0.29778045,1.4951236,0.41165584,0.41702187,0.23027031,-0.14904825,0,CT-330_slide_14,CQ500-CT-330,1,0.755095266
-4.634788,0.3116017,-2.7971146,1.647728,-1.4543302,1.9939384,-6.893698,0.55155885,-0.039963953,1.4049319,1.1705773,5.0446024,6.4488053,-1.8213179,1.597783,4.4270463,5.2686067,1.3550159,-1.1583661,0.7653677,6.1869106,0.62789047,6.609223,-1.2920791,0.79089975,1.785236,-1.3138884,-5.301999,-1.6696893,-0.5844015,-1.62837,0.007747535,0,CT-330_slide_15,CQ500-CT-330,1,0.755095266
-4.0424027,0.27976266,-2.358572,1.4690145,-1.5350864,2.2361028,-6.5913787,0.7191497,0.16145363,1.3728837,1.9046637,4.5611897,6.143126,-2.037177,1.7370727,3.8714437,4.7211547,1.18064,-1.1000522,0.8945912,5.465211,0.83055294,6.11947,-1.5258248,0.678394,2.1254811,-1.8462666,-5.109616,-2.3397975,-0.48010913,-1.8837371,-0.09925519,0,CT-330_slide_16,CQ500-CT-330,1,0.755095266
-1.2097399,0.080648206,-0.7371439,0.6166287,-0.63043237,0.8115168,-2.0969512,0.27150178,-0.001596076,0.49747303,0.5428702,1.4556156,1.9741122,-0.76474124,0.6187948,1.1685592,1.4480782,0.43465033,-0.47393513,0.3519546,1.6784157,0.24520324,1.916581,-0.56191266,0.27097544,0.77615,-0.5607045,-1.6762286,-0.6921844,-0.22124344,-0.60388166,-0.047327723,0,CT-330_slide_17,CQ500-CT-330,1,0.755095266
-0.75135565,-0.020098496,-0.4703227,0.5267766,-0.5697158,0.66853374,-1.3432672,0.13714896,-0.09598107,0.4058764,0.3528095,0.9284975,1.2778814,-0.59441394,0.51395047,0.7335351,0.90864706,0.24409866,-0.39242035,0.23866783,1.0499116,0.19065897,1.2135892,-0.44766364,0.19709922,0.5866872,-0.38383812,-1.1025234,-0.47344267,-0.16256565,-0.4314351,-0.075400636,0,CT-330_slide_18,CQ500-CT-330,1,0.755095266
-3.0301316,0.110152304,-1.7972584,1.2608,-1.4285855,1.9035242,-4.930343,0.5914763,0.029294515,1.1858681,1.5040348,3.4719665,4.6408215,-1.78527,1.5139741,2.8108118,3.5572298,0.8319979,-1.0032169,0.702225,4.059327,0.71386945,4.564284,-1.3583962,0.6263968,1.8175775,-1.4680063,-3.9084005,-1.8592794,-0.34602076,-1.5849285,-0.21884637,0,CT-330_slide_19,CQ500-CT-330,1,0.755095266
-2.7880726,0.019062456,-1.6759925,1.1182362,-1.2471821,1.7212484,-4.486024,0.5229714,-0.007303646,1.0743606,1.3290266,3.1236076,4.2314825,-1.6189792,1.3397808,2.6365108,3.2104492,0.78560597,-0.925867,0.5077269,3.7316718,0.63728523,4.239426,-1.1575516,0.52367556,1.6131991,-1.3183926,-3.5061162,-1.6145577,-0.2722819,-1.4132481,-0.2536942,0,CT-330_slide_20,CQ500-CT-330,1,0.755095266
-3.349973,0.18794467,-2.0295491,1.3344946,-1.4298215,1.9222066,-5.2623405,0.7153208,0.13173673,1.2836846,1.4976971,3.794966,4.997554,-1.760343,1.5367988,3.1270368,3.905374,1.0067686,-1.1781555,0.7170372,4.4023848,0.69292146,4.891114,-1.3377793,0.7000021,1.8067435,-1.4596082,-4.2207217,-1.870812,-0.49354842,-1.555223,-0.13663802,0,CT-330_slide_21,CQ500-CT-330,1,0.755095266
-1.6419653,0.036023106,-0.98982054,0.8348463,-0.92120874,1.1480714,-2.779,0.4649517,0.022576252,0.7574176,0.7726206,1.9395589,2.6372583,-1.0918872,0.89805526,1.5730411,1.9304919,0.5996587,-0.7423524,0.38523468,2.2517948,0.34933743,2.5810885,-0.800567,0.46756843,1.0689611,-0.79137737,-2.2353659,-0.95857394,-0.31020916,-0.84379184,-0.13314058,0,CT-330_slide_22,CQ500-CT-330,1,0.755095266
-2.3082707,0.19481365,-1.3856406,0.9435684,-0.9449636,1.3083427,-3.753711,0.42017984,0.048141785,0.7781474,1.0036144,2.6551087,3.5345328,-1.2139771,1.0121084,2.1752577,2.703213,0.6922809,-0.69585407,0.59792215,3.0937395,0.45674956,3.460132,-0.90099573,0.41465312,1.261227,-1.0003206,-2.9831917,-1.2781891,-0.2884172,-1.0844876,-0.052027393,0,CT-330_slide_23,CQ500-CT-330,1,0.755095266
-1.6184541,0.096827835,-0.95833504,0.6592427,-0.6591156,0.9422043,-2.676111,0.15278213,-0.04944507,0.4889551,0.7881107,1.8441222,2.487696,-0.87858033,0.71359575,1.4945717,1.87359,0.35068795,-0.36518642,0.4551754,2.16177,0.38106835,2.4360147,-0.65284574,0.18754956,0.944585,-0.7704704,-2.082865,-0.9721816,-0.05263688,-0.853194,-0.07515454,0,CT-330_slide_24,CQ500-CT-330,1,0.755095266
-3.4050252,0.24238726,-2.0124748,1.3356035,-1.430257,1.9811821,-5.5429206,0.61153615,0.0795589,1.1801802,1.5851283,3.900636,5.208099,-1.834268,1.5528997,3.1871004,4.0107203,0.9675907,-0.99460393,0.84948266,4.575656,0.7283912,5.1160874,-1.3934965,0.62236965,1.897128,-1.5655847,-4.383192,-1.9877268,-0.395373,-1.6627607,-0.12077293,0,CT-330_slide_25,CQ500-CT-330,1,0.755095266
-1.7716025,0.00939892,-1.0801322,0.80639267,-0.9161415,1.1887127,-2.9353034,0.45626923,0.02584737,0.8046492,0.8955607,2.029888,2.7625062,-1.1233075,0.94110525,1.6641301,2.047759,0.56695414,-0.73077106,0.34960082,2.3796225,0.41130424,2.738516,-0.83229625,0.43003857,1.1304607,-0.8775714,-2.3125417,-1.0761347,-0.25383914,-0.9510189,-0.17557244,0,CT-330_slide_26,CQ500-CT-330,1,0.755095266
-6.4569726,0.36728987,-3.726838,2.530294,-2.4781952,3.43127,-10.148212,1.1741542,0.08526214,2.227252,2.3013387,7.1570034,9.468748,-3.1067438,2.7349935,6.187972,7.4537587,1.9572251,-1.8714651,1.1936877,8.77088,1.1404555,9.676039,-2.274799,1.2581484,3.0861092,-2.3887527,-7.851051,-3.1001155,-0.901005,-2.776911,-0.17511505,0,CT-330_slide_27,CQ500-CT-330,1,0.755095266
-3.3507712,0.3441993,-2.0028486,1.1443881,-1.0352118,1.5562004,-5.190713,0.2656465,0.035703383,0.90697044,1.2836893,3.726087,4.8791575,-1.3892233,1.2021005,3.1408238,3.8877351,0.81497324,-0.66708386,0.81334156,4.430242,0.6558751,4.8010564,-1.0673307,0.3991132,1.5165457,-1.2741445,-4.0466833,-1.6644648,-0.27810922,-1.3919749,0.03439434,0,CT-330_slide_28,CQ500-CT-330,1,0.755095266
-7.76234,0.23452277,-4.464422,2.9275858,-2.9325588,3.9342444,-11.570219,1.3877996,0.053467385,2.7248683,2.491257,8.334575,10.887713,-3.6365023,3.2396276,7.322412,8.757151,2.1922288,-2.4337976,1.1618975,10.197545,1.304377,11.155192,-2.59509,1.6184527,3.4680328,-2.6427526,-9.018542,-3.394538,-0.98846495,-3.2581077,-0.30102202,0,CT-330_slide_29,CQ500-CT-330,1,0.755095266
-6.613969,0.37407398,-3.8351238,2.4701517,-2.3521435,3.2543538,-10.185131,1.2317905,0.11756026,2.1837182,2.053329,7.2257485,9.498062,-3.0030982,2.5889912,6.349468,7.584913,2.0514705,-1.9162892,1.0778503,8.938976,0.9696176,9.793103,-2.1467254,1.2701269,2.9147086,-2.2182176,-7.84542,-2.8042538,-0.8989895,-2.6525636,-0.15342876,0,CT-330_slide_30,CQ500-CT-330,1,0.755095266
-6.3404937,0.48157564,-3.6846077,2.255978,-2.0069437,2.86915,-9.672577,1.1352888,0.20211414,1.9998194,1.8710849,6.910751,9.008683,-2.649434,2.295216,6.08762,7.2271004,1.9801522,-1.6927153,1.0965797,8.528257,0.8761218,9.280182,-1.8658538,1.1531764,2.607089,-1.972689,-7.437358,-2.565126,-0.889092,-2.4255395,0.027321514,0,CT-330_slide_31,CQ500-CT-330,1,0.755095266
-3.2501943,0.28549013,-1.9602407,1.383532,-1.3289704,1.7883251,-5.309662,0.49305975,-0.007523056,1.1209188,1.1628157,3.764579,4.9921055,-1.6401671,1.3905455,3.1485045,3.8941746,1.0527385,-0.8792508,0.8034861,4.5059233,0.5777088,4.9798403,-1.2546268,0.6143802,1.6653563,-1.2322155,-4.140647,-1.5888695,-0.47308332,-1.4252734,-0.05169409,0,CT-330_slide_32,CQ500-CT-330,1,0.755095266
-6.113397,1.1622791,-3.7578225,1.5221388,-0.4595845,1.4381557,-9.68067,1.0374093,0.525067,0.9544616,0.98521787,6.8748527,8.689218,-1.3515546,0.9752146,5.998449,7.1043878,2.1977966,-0.57899886,1.2572136,8.635596,0.074875295,9.262787,-0.815573,0.3917714,1.5740912,-1.0358576,-6.928739,-1.4460632,-0.6111022,-1.7471304,0.6287008,0,CT-333_slide_0,CQ500-CT-333,1,0.71454393
0.121221736,-0.0623346,0.013039798,-7.84E-05,0.011616353,-0.011122675,-0.092063315,-0.035129286,0.01309398,0.020750917,0.028969409,-0.08289253,-0.002564594,-0.048118517,-0.08100603,-0.07213166,-0.08043534,0.012284345,0.060219057,-0.02720252,-0.048225798,0.026367571,0.034033198,-0.07044746,-0.0352996,0.046072856,-0.06877665,0.039800525,0.03386516,0.011860343,0.043372408,-0.04207183,0,CT-333_slide_1,CQ500-CT-333,1,0.71454393
-6.082892,1.0501906,-3.7114596,1.6048067,-0.697855,1.6518184,-9.641503,1.0799263,0.49441105,1.1152831,1.1551828,6.8454204,8.692118,-1.5420139,1.1653366,5.9472523,7.0756016,2.1451597,-0.7322398,1.2260102,8.555683,0.20089635,9.222423,-0.9965117,0.5120275,1.7383351,-1.1946168,-6.9794292,-1.6368382,-0.6469241,-1.8412439,0.5236473,0,CT-333_slide_2,CQ500-CT-333,1,0.71454393
-2.2202811,0.29616225,-1.2768015,0.9534612,-0.935582,1.2723129,-3.7541714,0.5412322,0.2319057,0.8187776,0.96568245,2.54508,3.4886405,-1.2171167,0.9740422,2.1341052,2.6420755,0.86878973,-0.7546023,0.6197651,3.0630832,0.40689623,3.4270046,-0.9167336,0.50322425,1.2259372,-0.9877818,-2.9356,-1.2564639,-0.51877856,-0.95724416,0.05258152,0,CT-333_slide_3,CQ500-CT-333,1,0.71454393
-1.8152173,0.3094711,-1.0358229,0.64423555,-0.49202073,0.785266,-2.9313037,0.16286708,0.17303029,0.4412835,0.72699124,1.9784507,2.7034488,-0.7701996,0.56352484,1.7068942,2.10557,0.56875825,-0.35024524,0.5451202,2.4288511,0.30762088,2.6366622,-0.5743121,0.21072796,0.8200569,-0.7420457,-2.2359304,-0.93188244,-0.24224107,-0.70805883,0.12234409,0,CT-333_slide_4,CQ500-CT-333,1,0.71454393
-4.3298926,0.5107694,-2.5171466,1.5614109,-1.4863299,2.1509807,-7.1022573,0.7023897,0.25697124,1.4072987,1.8142636,4.9639144,6.595442,-1.9280694,1.6691259,4.1920447,5.139047,1.3710014,-0.9848061,1.1219926,5.9796095,0.82816637,6.5773015,-1.5034415,0.7366195,2.0865874,-1.7437841,-5.5124874,-2.2980235,-0.70808536,-1.7868403,0.15456639,0,CT-333_slide_5,CQ500-CT-333,1,0.71454393
-2.4950335,0.16032502,-1.4058843,1.185254,-1.2456627,1.6488457,-4.171008,0.49449652,0.02153186,0.9144352,1.1080451,2.7969086,3.9104593,-1.5021117,1.2740337,2.3710227,2.8985984,0.7910886,-0.87815684,0.63321507,3.3831754,0.5417334,3.84203,-1.1171054,0.56704426,1.4836075,-1.188629,-3.2759404,-1.501805,-0.41289935,-1.2138019,-0.10423984,0,CT-333_slide_6,CQ500-CT-333,1,0.71454393
-4.4813247,0.5572534,-2.5915012,1.5515444,-1.3749062,2.060772,-7.281798,0.73432434,0.3050161,1.3429972,1.741449,5.040832,6.7214518,-1.8846797,1.5968143,4.3542395,5.2630982,1.4250838,-0.9702795,1.0653766,6.190944,0.7524524,6.8012795,-1.4144087,0.70774424,2.0161881,-1.6979293,-5.5583262,-2.2357905,-0.68751174,-1.7771413,0.1968572,0,CT-333_slide_7,CQ500-CT-333,1,0.71454393
-5.4317327,0.8682894,-3.1977437,1.5232556,-0.94191146,1.823157,-8.757214,0.82190454,0.41304126,1.1106275,1.5440725,6.0867143,7.933028,-1.677861,1.3171316,5.2698073,6.3250422,1.7512943,-0.7066271,1.2293463,7.561888,0.4705501,8.222749,-1.1839242,0.5143715,1.8935703,-1.5270613,-6.429975,-2.0409093,-0.54414666,-1.8883997,0.40276256,0,CT-333_slide_8,CQ500-CT-333,1,0.71454393
-5.3933606,0.89188784,-3.2167597,1.3661518,-0.74991465,1.6056342,-8.582511,0.9667636,0.52822524,1.1371647,1.4431151,6.021003,7.772567,-1.4903014,1.1607853,5.2337804,6.229253,1.8252126,-0.7233514,1.1286408,7.46704,0.37129134,8.101732,-1.0227739,0.54041755,1.715742,-1.3589662,-6.2733045,-1.8534482,-0.6130498,-1.7457634,0.47962144,0,CT-333_slide_9,CQ500-CT-333,1,0.71454393
-4.542431,0.71461093,-2.5676954,1.35347,-1.0551713,1.7948768,-7.3817687,0.75876,0.47156122,1.1000496,1.6965362,5.0287566,6.7634563,-1.6371367,1.340443,4.370418,5.231073,1.4380292,-0.80328184,1.1657346,6.18735,0.62745756,6.778421,-1.2044547,0.63854206,1.8215393,-1.6422435,-5.535645,-2.148066,-0.573846,-1.70263,0.35309014,0,CT-333_slide_10,CQ500-CT-333,1,0.71454393
-3.0050738,0.4867899,-1.6830133,0.930477,-0.6852198,1.078491,-4.565418,0.3498124,0.32956716,0.758663,0.9850258,3.1723711,4.1940317,-1.0056796,0.82036316,2.7686648,3.3535867,0.8612102,-0.5647678,0.79412186,3.8967066,0.44746792,4.107945,-0.7721205,0.48266408,1.0750338,-0.98488766,-3.4330912,-1.3100778,-0.37986448,-1.0230209,0.27541602,0,CT-333_slide_11,CQ500-CT-333,1,0.71454393
-2.439992,0.6465644,-1.3878214,0.6002497,-0.20185158,0.6731041,-3.996652,0.2516814,0.29994452,0.26482704,0.7646828,2.612472,3.605769,-0.5405505,0.42291015,2.3620415,2.731286,0.8008395,-0.15848814,0.81473005,3.305675,0.1909778,3.5590477,-0.35732847,0.0848533,0.75041366,-0.7597181,-2.9260066,-1.0066453,-0.2901069,-0.7031368,0.4816577,0,CT-333_slide_12,CQ500-CT-333,1,0.71454393
-3.3022342,0.54472125,-1.8702896,1.0118707,-0.7866717,1.3102465,-5.222343,0.45302,0.33870044,0.79746264,1.2316624,3.568928,4.788044,-1.1602079,0.98994684,3.0869274,3.7389498,0.9533187,-0.6038572,0.9075038,4.359295,0.51414543,4.707948,-0.8808168,0.45603704,1.3034968,-1.2018313,-3.9449136,-1.6035651,-0.40540892,-1.221336,0.29265144,0,CT-333_slide_13,CQ500-CT-333,1,0.71454393
-5.0793085,0.803161,-2.9481807,1.4600052,-1.0075371,1.8274412,-8.241755,0.77930737,0.42881432,1.1383291,1.6259019,5.7082953,7.5006037,-1.6950054,1.3430086,4.9171343,5.9326596,1.6280615,-0.7196949,1.2274271,7.042202,0.55764854,7.6887417,-1.2331172,0.5688778,1.8961669,-1.574732,-6.1037807,-2.110378,-0.5644102,-1.8573004,0.3706503,0,CT-333_slide_14,CQ500-CT-333,1,0.71454393
-3.3094277,0.7143592,-1.916786,0.94194275,-0.5882385,1.1471403,-5.310695,0.56581163,0.47332692,0.6838197,1.1430911,3.6295085,4.878681,-0.96936077,0.8104858,3.2139616,3.7888322,1.1557937,-0.59578323,0.971486,4.437971,0.35464215,4.7944226,-0.7079831,0.3785939,1.1653754,-1.1250798,-4.052278,-1.4754558,-0.589287,-1.0175709,0.49044997,0,CT-333_slide_15,CQ500-CT-333,1,0.71454393
-5.2257524,0.645523,-3.0081203,1.5983492,-1.3357563,2.1562202,-8.418462,0.9565439,0.42836875,1.4363679,1.8997563,5.8124413,7.7047033,-2.002831,1.6518191,5.006894,6.0358386,1.6477162,-1.0503561,1.118375,7.1524296,0.70737004,7.8582745,-1.4660764,0.7983373,2.1466842,-1.8211547,-6.2977614,-2.3911562,-0.6114699,-2.0274048,0.21902525,0,CT-333_slide_16,CQ500-CT-333,1,0.71454393
-3.6255615,0.6954992,-2.1076143,1.0248193,-0.67240876,1.310707,-5.74864,0.60634005,0.46980914,0.7573646,1.3067555,3.917735,5.2987533,-1.1179941,0.9288658,3.5366225,4.1100106,1.2322046,-0.6842445,0.97100997,4.8373156,0.41818103,5.245384,-0.792037,0.38984302,1.3161776,-1.3024336,-4.3836274,-1.638938,-0.56293505,-1.1705676,0.45348442,0,CT-333_slide_17,CQ500-CT-333,1,0.71454393
-2.8666725,0.50785166,-1.6955711,0.88097394,-0.62613845,1.1469533,-4.5996423,0.48756948,0.34034166,0.6578811,1.1023895,3.126737,4.2427244,-1.0196943,0.8114354,2.7928996,3.2738194,0.99650204,-0.60000175,0.76366466,3.8522093,0.3643886,4.2025723,-0.70969033,0.2919978,1.1663479,-1.1083893,-3.5221038,-1.3654361,-0.44083476,-0.9991119,0.28902832,0,CT-333_slide_18,CQ500-CT-333,1,0.71454393
-1.0551115,0.17127685,-0.57740736,0.4930223,-0.41234314,0.51544726,-1.611247,0.15162046,0.14669588,0.402554,0.33114854,1.0992689,1.5052103,-0.51415044,0.40749288,0.94215894,1.2033303,0.4150644,-0.4104095,0.3023757,1.3401352,0.18384561,1.4141313,-0.4084833,0.26917294,0.49154997,-0.36731207,-1.2491325,-0.4901621,-0.31810716,-0.35277265,0.08254288,0,CT-333_slide_19,CQ500-CT-333,1,0.71454393
-1.3430873,0.12679006,-0.82420886,0.7583901,-0.72238415,0.9052966,-2.2224624,0.36156967,0.07908989,0.59215266,0.529679,1.5453348,2.118224,-0.8248467,0.7017895,1.30202,1.5672978,0.54509896,-0.6346082,0.38161275,1.8119495,0.2500168,2.0273392,-0.6123493,0.35092822,0.8102721,-0.5812357,-1.8172206,-0.7196442,-0.37291077,-0.59556824,0.027375337,0,CT-333_slide_20,CQ500-CT-333,1,0.71454393
-2.2317338,0.32802656,-1.3169377,0.95394313,-0.8868358,1.2615639,-3.8062356,0.4821444,0.17319298,0.73625576,0.9438004,2.5994804,3.54883,-1.1666545,0.9459933,2.1697736,2.680421,0.84558606,-0.67844194,0.67595553,3.101118,0.38274333,3.4710472,-0.86878395,0.4177064,1.2076484,-0.97092205,-2.988627,-1.237924,-0.46395147,-0.97113776,0.086067975,0,CT-333_slide_21,CQ500-CT-333,1,0.71454393
0.21917914,-0.081818245,0.14695668,0.18748622,-0.15183696,0.17205311,0.07557423,-0.13964638,-0.18040252,-0.056885384,-0.032628532,-0.2447963,-0.10361852,-0.15875691,0.08495618,-0.18832563,-0.27690616,-0.06406443,0.015452156,0.040321432,-0.20652021,0.010036018,-0.120292634,-0.08315666,-0.08401411,0.13492686,-0.0571742,0.1200847,0.002649532,0.06714839,-0.047095,-0.07631272,0,CT-333_slide_22,CQ500-CT-333,1,0.71454393
-4.679737,0.4771112,-2.7196999,1.6842207,-1.6769631,2.3751314,-7.813769,0.881315,0.28189543,1.5797431,1.9789791,5.408647,7.2148194,-2.137035,1.8358955,4.5350013,5.595597,1.5315479,-1.1350276,1.0984854,6.572195,0.8689188,7.277982,-1.6810164,0.85930526,2.3021092,-1.9161166,-6.013492,-2.483379,-0.7898841,-1.9281217,0.079078496,0,CT-333_slide_23,CQ500-CT-333,1,0.71454393
-4.495131,0.64112246,-2.655986,1.6352037,-1.3334192,2.007509,-7.4906178,0.8119203,0.28577462,1.2804202,1.5034845,5.1613603,6.855779,-1.7762542,1.5049646,4.4300914,5.3864512,1.5971482,-0.94132763,1.0700537,6.4092727,0.57979923,7.0274816,-1.3567245,0.6659305,1.9402986,-1.5332396,-5.6632066,-1.998339,-0.7932415,-1.6352857,0.2565604,0,CT-333_slide_24,CQ500-CT-333,1,0.71454393
1.0506324,-0.21101826,0.6971701,-0.024974175,0.018313676,-0.12362544,1.3680389,-0.3815851,-0.30809295,-0.28761247,-0.35847664,-1.2186029,-1.3337224,0.13125685,-0.11164798,-1.0251477,-1.2544557,-0.4013858,0.23693992,-0.14159831,-1.3462969,-0.06949559,-1.3568125,0.103907086,-0.20463659,-0.19818272,0.25016308,1.1673616,0.34341115,0.1969287,0.23765525,-0.13396892,0,CT-333_slide_25,CQ500-CT-333,1,0.71454393
-2.285547,0.21328302,-1.3375542,1.011767,-0.99725866,1.3239338,-3.698983,0.48856333,0.103984706,0.8513644,0.87794644,2.5722933,3.4975584,-1.2140174,1.0323519,2.193785,2.6641254,0.8438183,-0.8385565,0.5380923,3.0658011,0.40556788,3.4294126,-0.90365523,0.5281445,1.1942209,-0.92652535,-2.9279487,-1.2012684,-0.4956245,-0.9479597,-0.013011061,0,CT-333_slide_26,CQ500-CT-333,1,0.71454393
-2.585625,0.56542647,-1.6155615,0.66966456,-0.28624648,0.612871,-4.3103943,0.42975533,0.3599452,0.5087132,0.6305788,2.9892495,3.8747919,-0.66453904,0.3897542,2.5461013,3.094833,1.0441175,-0.29765028,0.6144747,3.724841,0.12909688,4.015295,-0.49283475,0.2809161,0.79223764,-0.63966656,-3.1158447,-0.7729643,-0.43834412,-0.6606055,0.3387209,0,CT-333_slide_27,CQ500-CT-333,1,0.71454393
-1.7083857,0.12630449,-1.0143212,0.7056428,-0.69942623,0.940278,-2.826625,0.4305921,0.14165126,0.68520635,0.7019382,1.9333837,2.6262686,-0.90409863,0.7324888,1.6350659,1.9827111,0.66082406,-0.6412554,0.3737906,2.3032808,0.30780303,2.5867922,-0.6835058,0.42410138,0.8921839,-0.71877265,-2.2017288,-0.891367,-0.40261966,-0.67622745,-0.004040808,0,CT-333_slide_28,CQ500-CT-333,1,0.71454393
-2.1064792,0.24380468,-1.2760607,0.8600646,-0.7786702,1.0461627,-3.3042905,0.47159454,0.1896829,0.79602575,0.7577784,2.3728895,3.1168888,-0.9825761,0.8187786,2.0142267,2.452498,0.80690515,-0.7477817,0.5089434,2.7792838,0.32784286,3.0311854,-0.7347688,0.47351283,0.97545195,-0.75563747,-2.6390927,-0.98454416,-0.49600556,-0.75451183,0.08071026,0,CT-333_slide_29,CQ500-CT-333,1,0.71454393
-6.998155,0.4328255,-3.9797392,2.5175893,-2.492303,3.5325572,-10.995152,1.3412007,0.26034895,2.3304322,2.6179771,7.669393,10.20573,-3.2212617,2.8126059,6.7195215,8.035144,2.0978096,-1.9585632,1.2314285,9.483383,1.2391169,10.491804,-2.3649817,1.3559322,3.2403235,-2.6533406,-8.450556,-3.4234161,-0.9669052,-2.9433885,-0.12543316,0,CT-335_slide_0,CQ500-CT-335,0,0.157901618
-5.9458113,0.6239928,-3.4194648,1.9386181,-1.6762915,2.6130607,-9.622478,1.1303586,0.40537503,1.692314,2.1098642,6.6318545,8.822119,-2.3890345,1.9817598,5.8215804,6.91124,1.9706678,-1.3417752,1.1636974,8.258218,0.8479072,9.133872,-1.7251792,0.95652586,2.505857,-2.1104288,-7.2602057,-2.706623,-0.8931841,-2.2592363,0.15963425,0,CT-335_slide_1,CQ500-CT-335,0,0.157901618
-3.9558318,0.15381783,-2.2872,1.4641995,-1.5878633,2.2808049,-6.278842,0.5119511,-0.01763842,1.3176011,1.902975,4.3599806,5.863426,-2.108302,1.8086089,3.6436198,4.540277,0.8411827,-0.97940356,0.8744835,5.224086,0.9354776,5.846892,-1.5644113,0.5958852,2.1785097,-1.8138057,-4.8428893,-2.393974,-0.21668598,-2.085189,-0.23961703,0,CT-335_slide_2,CQ500-CT-335,0,0.157901618
-6.5554743,0.59852195,-3.6981714,2.177112,-1.8959985,2.970257,-10.581494,1.2924854,0.42618334,1.8760146,2.329185,7.1896176,9.681255,-2.754127,2.2708669,6.440862,7.541838,2.1786366,-1.5758303,1.1586915,9.07786,0.93845147,10.093496,-1.9134771,1.0821818,2.7957203,-2.385224,-7.9408617,-3.0117593,-0.96332794,-2.5422597,0.11188106,0,CT-335_slide_3,CQ500-CT-335,0,0.157901618
-4.308421,0.10431781,-2.5577168,1.7918216,-1.960299,2.5962002,-6.5315566,0.8309355,0.05871328,1.6766433,1.8560721,4.69701,6.2425337,-2.2728357,2.0848927,3.996907,4.920198,1.1322265,-1.6147846,0.8165811,5.5256824,0.93781286,6.1111794,-1.7168238,0.9027697,2.2874994,-1.8741956,-5.262749,-2.414009,-0.5670288,-2.025927,-0.25729996,0,CT-335_slide_4,CQ500-CT-335,0,0.157901618
-3.4855402,0.089976236,-2.1037467,1.3476869,-1.4529049,1.9578215,-5.2178416,0.73593247,0.15983912,1.368806,1.5171065,3.779144,4.972044,-1.7232444,1.5681454,3.260898,3.9599257,0.9313822,-1.3216205,0.61151713,4.426489,0.73114276,4.8871093,-1.2931912,0.7032913,1.7605644,-1.4887984,-4.2034736,-1.8966149,-0.48462173,-1.5618457,-0.16345724,0,CT-335_slide_5,CQ500-CT-335,0,0.157901618
-5.5358005,0.97390276,-3.2490234,1.4009854,-0.80405986,1.7440777,-9.010056,0.7920656,0.5019022,1.0717258,1.6786402,6.241352,8.141769,-1.5625069,1.2405921,5.3984566,6.4763494,1.7757717,-0.5619455,1.3611095,7.7444534,0.50484,8.408301,-1.1274115,0.44679773,1.8682022,-1.5781512,-6.606504,-2.1485052,-0.58423364,-1.8930104,0.5353248,0,CT-335_slide_6,CQ500-CT-335,0,0.157901618
-2.229845,-0.046922054,-1.2905406,0.9002761,-1.0836699,1.494694,-3.6541202,0.24131855,-0.15178502,0.812528,1.2198102,2.4589567,3.391385,-1.3903127,1.186725,1.9718161,2.5380583,0.33175936,-0.5820463,0.4747324,2.943205,0.64466625,3.3789232,-1.0473651,0.33313876,1.4406542,-1.1663564,-2.7803786,-1.5060807,0.023601133,-1.371905,-0.31086886,0,CT-335_slide_7,CQ500-CT-335,0,0.157901618
-2.137542,0.27950203,-1.3193214,0.64322156,-0.51045454,0.8696783,-3.3709652,0.30806473,0.20258015,0.57972986,0.86816674,2.3742144,3.1394405,-0.7915447,0.6169093,2.0646923,2.47703,0.6634482,-0.46310347,0.4857537,2.8349178,0.35969156,3.1073701,-0.5877844,0.22546765,0.8984394,-0.83047205,-2.5946124,-1.0279878,-0.26754165,-0.78268313,0.103455886,0,CT-335_slide_8,CQ500-CT-335,0,0.157901618
